CountyCode,CountyName,DistrictCode,DistrictName,SchoolCode,SchoolName,GradeSpan,ADDRESS,CITY_STATE_ZIP,PHONE,ENROLLMENT,ASIAN_PERCENT,ELA_PROFICIENCY,MATH_PROFICIENCY
3,Bergen,3710,Northern Valley Regional High School District,300,Northern Valley Central,PK-12,200 Summit Street,Norwood NJ 07648,201-767-7224,217,21.7,,
3,Bergen,3710,Northern Valley Regional High School District,50,Northern Valley Regional High School at Demarest,09-12,150 Knickerbocker Road,Demarest NJ 07627-1026,201-768-3200,1024,29.9,86.3,76.0
3,Bergen,3710,Northern Valley Regional High School District,60,Northern Valley Regional High School at Old Tappan,09-12,140 Central Avenue,Old Tappan NJ 07675,201-784-1600,1075,33.5,80.2,60.1
3,Bergen,3730,Northvale Public School District,50,Northvale Public School,KG-08,441 Tappan Road,Northvale NJ 07647,201-768-8484,540,39.3,64.5,57.6
3,Bergen,3740,Norwood Public School District,20,Norwood Public School,PK-08,177 Summit St,Norwood NJ 07648-1812,201-768-6363,592,39.9,77.8,62.7
3,Bergen,3760,Oakland Public School District,40,Dogwood Hill Elementary School,KG-05,25 Dogwood Dr,Oakland NJ 07436-2659,201-337-5822,241,2.5,71.9,59.6
3,Bergen,3760,Oakland Public School District,50,Heights Elementary School,PK-05,114 Seminole Ave,Oakland NJ 07436-2924,201-337-4147,394,5.1,62.8,50.0
3,Bergen,3760,Oakland Public School District,60,Manito Elementary School,KG-05,111 Manito Ave,Oakland NJ 07436-4012,201-337-6106,260,6.2,80.3,72.7
3,Bergen,3760,Oakland Public School District,80,Valley Middle School,06-08,71 Oak St,Oakland NJ 07436-1944,201-337-8185,443,4.7,79.1,56.6
3,Bergen,3850,Old Tappan Public School District,30,Charles DeWolf Middle School,05-08,275 Old Tappan Rd,Old Tappan NJ 07675-7047,201-664-1475,362,45.9,87.6,74.4
3,Bergen,3850,Old Tappan Public School District,60,T. Baldwin Demarest Elementary School,PK-04,1 School St,Old Tappan NJ 07675,201-664-7176,406,38.9,74.2,73.9
3,Bergen,3870,Oradell Public School District,50,Oradell Public School,PK-06,350 Propect Avenue,Oradell NJ 07649,201-261-1180,783,27.5,82.3,72.7
3,Bergen,3910,Palisades Park School District,80,Charles R Smith Early Chilhood Center,PK-KG,270 First Street,Palisades Park NJ 07650,201-947-2761,265,21.5,,
3,Bergen,3910,Palisades Park School District,70,Lindbergh Elementary School,01-06,401 Glen Ave,Palisades Park NJ 07650,201-947-3556,774,19.8,37.4,33.7
3,Bergen,3910,Palisades Park School District,50,Palisades Park Jr-Sr High School,07-12,Veterans Plaza,Palisades Park NJ 07650,201-941-1100,744,23.9,34.3,21.4
3,Bergen,3930,Paramus Public School District,65,East Brook Middle School,05-08,190 Spring Valley Road,Paramus NJ 07652-5342,201-261-7800,594,31.8,75.3,62.0
3,Bergen,3930,Paramus Public School District,80,Memorial Elementary School,PK-04,East 203 Midland Avenue,Paramus NJ 07652,201-261-7800,297,30.1,70.2,76.5
3,Bergen,3930,Paramus Public School District,90,Midland Elementary School,KG-04,241 West Midland Avenue,Paramus NJ 07652,201-261-7800,193,27.6,72.6,70.3
3,Bergen,3930,Paramus Public School District,50,Paramus High School,PK-12,99 East Century Road,Paramus NJ 07652,201-261-7800,1143,26.4,67.6,43.3
3,Bergen,3930,Paramus Public School District,100,Parkway Elementary School,PK-04,145 E. Ridgewood Avenue,Paramus NJ 07652,201-261-7800,303,26.8,72.8,66.7
3,Bergen,3930,Paramus Public School District,110,Ridge Ranch Elementary School,KG-04,345 Lockwood Drive,Paramus NJ 07652,201-261-7800,347,38.9,77.9,63.9
3,Bergen,3930,Paramus Public School District,130,Stony Lane Elementary School,KG-04,W 110 Ridgewood Avenue,Paramus NJ 07652-4131,201-261-7800,206,28.2,69.3,54.5
3,Bergen,3930,Paramus Public School District,60,West Brook Middle School,05-08,560 Roosevelt Boulevard,Paramus NJ 07652,201-261-7800,519,32.0,67.2,55.7
3,Bergen,3940,Park Ridge School District,60,East Brook Elementary School,KG-06,167 Sibbald Dr,Park Ridge NJ 07656,201-573-6000,317,9.5,68.8,69.3
3,Bergen,3940,Park Ridge School District,50,Park Ridge High School,07-12,2 Park Ave,Park Ridge NJ 07656-1240,201-573-6000,521,4.8,77.3,57.6
3,Bergen,3940,Park Ridge School District,70,West Ridge Elementary School,PK-06,18 South  First Street,Park Ridge NJ 07656,201-573-6000,337,7.1,74.6,76.3
3,Bergen,3960,Pascack Valley Regional High School District,40,Pascack Hills High School,09-12,225 West Grand Avenue,Montvale NJ 07645,201-358-7020,766,14.8,76.1,86.1
3,Bergen,3960,Pascack Valley Regional High School District,50,Pascack Valley High School,09-12,200 Piermont Avenue,Hillsdale NJ 07642,201-358-7060,948,8.4,82.1,84.6
3,Bergen,4300,Ramapo Indian Hills Regional High School District,30,Indian Hills High School,09-12,97 Yawpo Ave,Oakland NJ 07436-2740,201-337-0100,686,3.9,79.5,57.4
3,Bergen,4300,Ramapo Indian Hills Regional High School District,50,Ramapo High School,09-12,331 George Street,Franklin Lakes NJ 07417,201-891-1500,1187,5.3,80.6,51.4
3,Bergen,4310,Ramsey School District,55,Eric S. Smith Middle School,06-08,2 Monroe Street,Ramsey NJ 07446-1411,201-785-2313,628,10.0,69.6,61.7
3,Bergen,4310,Ramsey School District,60,John Y Dater Elementary School,04-05,35 School Street,Ramsey NJ 07446-1833,201-785-2325,320,6.9,77.2,68.4
3,Bergen,4310,Ramsey School District,70,Mary A. Hubbard Elementary School,PK-03,10 Hubbard Lane,Ramsey NJ 07446-2202,201-785-2301,352,3.4,54.3,65.4
3,Bergen,4310,Ramsey School District,50,Ramsey High School,09-12,256 E  Main Street,Ramsey NJ 07446-1927,201-785-2300,764,8.6,83.2,67.4
3,Bergen,4310,Ramsey School District,80,Wesley D Tisdale Elementary School,PK-03,200 Island Avenue,Ramsey NJ 07446-1566,201-785-2336,319,9.4,66.7,74.4
3,Bergen,4380,Ridgefield Park Public School District,60,Grant Elementary School,PK-06,104 Henry St,Ridgefield Park NJ 07660-2209,201-641-0441,202,12.3,54.0,54.4
3,Bergen,4380,Ridgefield Park Public School District,70,Lincoln Elementary School,PK-06,712 Lincoln Avenue,Ridgefield Park NJ 07660,201-994-1830,353,4.5,54.3,48.1
3,Bergen,4380,Ridgefield Park Public School District,50,Ridgefield Park Jr Sr High School,07-12,1 Ozzie Nelson Drive,Ridgefield Park NJ 07660,201-440-1440,1160,8.0,43.0,25.6
3,Bergen,4380,Ridgefield Park Public School District,80,Roosevelt  Elementary School,PK-06,508 Teaneck Road,Ridgefield Park NJ 07660,201-440-0808,348,6.8,61.4,41.3
3,Bergen,4370,Ridgefield School District,65,Bergen Boulevard School,01-02,635 Bergen Blvd,Ridgefield NJ 07657,201-943-1861,178,21.3,,
3,Bergen,4370,Ridgefield School District,50,Ridgefield Memorial High School,09-12,555 Walnut St,Ridgefield NJ 07657,201-945-4455,535,17.2,74.5,39.8
3,Bergen,4370,Ridgefield School District,90,Shaler Academy,PK-03,455 Shaler Boulevard,Ridgefield NJ 07657,201-313-2476,191,16.2,,
3,Bergen,4370,Ridgefield School District,100,Slocum Skewes School,03-09,650 Prospect Ave,Ridgefield NJ 07657,201-943-4299,693,21.2,55.7,40.9
3,Bergen,4390,Ridgewood Public School District,60,Benjamin Franklin Middle School,06-08,335 North Van Dien Ave,Ridgewood NJ 07451,201-670-2780,639,25.7,79.8,56.0
3,Bergen,4390,Ridgewood Public School District,70,George Washington Middle School,06-08,155 Washington Pl,Ridgewood NJ 07451,201-670-2790,650,17.5,83.9,66.1
3,Bergen,4390,Ridgewood Public School District,80,Glen School,PK-PK,865 East Glen Avenue,Ridgewood NJ 07451,201-251-3140,118,20.5,,
3,Bergen,4390,Ridgewood Public School District,85,Hawes Elementary School,KG-05,531 Stevens Avenue,Ridgewood NJ 07451,201-670-2720,378,38.6,79.3,71.4
3,Bergen,4390,Ridgewood Public School District,120,Orchard Elementary School,KG-05,230 Demarest St,Ridgewood NJ 07451,201-670-2730,359,16.7,87.2,88.0
3,Bergen,4390,Ridgewood Public School District,90,Ridge Elementary School,KG-05,325 West Ridgewood Ave,Ridgewood NJ 07450-3624,201-670-2740,439,9.8,82.4,80.0
3,Bergen,4390,Ridgewood Public School District,50,Ridgewood High School,09-12,627 East Ridgewood Ave,Ridgewood NJ 07451,201-670-2800,1735,19.0,83.9,62.6
3,Bergen,4390,Ridgewood Public School District,100,Somerville Elementary School,KG-05,45 South Pleasant Ave,Ridgewood NJ 07451,201-670-2750,385,21.0,87.4,81.3
3,Bergen,4390,Ridgewood Public School District,110,Travell Elementary School,KG-05,340 Bogert Ave,Ridgewood NJ 07451,201-670-2760,328,24.1,82.1,82.7
3,Bergen,4390,Ridgewood Public School District,130,Willard Elementary School,KG-05,601 Morningside Rd,Ridgewood NJ 07451,201-670-2770,470,15.7,82.3,80.6
3,Bergen,4405,River Dell Regional School District,60,River Dell Middle School,07-08,230 Woodland Avenue,River Edge NJ 07661,201-599-7246,569,30.6,79.0,72.3
3,Bergen,4405,River Dell Regional School District,50,River Dell Regional High School,09-12,55 Pyle Street,Oradell NJ 07649,201-599-7240,998,29.0,84.2,76.3
3,Bergen,4410,River Edge School District,30,Cherry Hill School,PK-06,410 Bogert Rd,River Edge NJ 07661-1813,201-261-3405,724,38.9,79.6,76.3
3,Bergen,4410,River Edge School District,50,Roosevelt School,KG-06,711 Summit Ave,River Edge NJ 07661-2201,201-261-1546,491,29.7,79.6,76.3
3,Bergen,4430,River Vale Public School District,50,Holdrum Middle School,06-08,393 Rivervale Road,River Vale NJ 07675,201-358-4016,346,12.4,79.5,64.7
3,Bergen,4430,River Vale Public School District,60,Roberge Elementary School,PK-05,617 Westwood Ave,River Vale NJ 07675-6241,201-358-4006,327,10.7,83.4,71.0
3,Bergen,4430,River Vale Public School District,70,Woodside Elementary School,KG-05,801 Rivervale Rd,River Vale NJ 07675-6148,201-358-4028,317,10.4,78.8,70.6
3,Bergen,4470,Rochelle Park School District,50,Midland School #1,PK-08,300 Rochelle Ave,Rochelle Park NJ 07662-3915,201-843-3120,480,7.5,56.1,49.6
3,Bergen,4600,Rutherford School District,70,Lincoln School,PK-03,414 Montross Avenue,Rutherford NJ 07070-2218,201-438-7675,495,11.0,83.5,76.9
3,Bergen,4600,Rutherford School District,80,Pierrepont School,04-06,70 E Pierrepont Ave,Rutherford NJ 07070-2333,201-438-7675,569,14.8,72.8,66.1
3,Bergen,4600,Rutherford School District,50,Rutherford High School,09-12,56 Elliott Pl,Rutherford NJ 07070-1965,201-438-7675,726,14.3,87.1,42.0
3,Bergen,4600,Rutherford School District,100,Union School,07-08,359 Union Ave,Rutherford NJ 07070-1519,201-438-7675,383,16.2,76.3,61.2
3,Bergen,4600,Rutherford School District,110,Washington School,PK-03,89 Wood St,Rutherford NJ 07070-1571,201-438-7675,323,18.5,51.6,66.3
3,Bergen,4610,Saddle Brook School District,80,Franklin School,KG-06,95 Caldwell Avenue,Saddle Brook NJ 07663,201-843-1142,319,8.2,37.7,29.1
3,Bergen,4610,Saddle Brook School District,85,Helen I. Smith School,KG-06,30 Cambridge Avenue,Saddle Brook NJ 07663,201-843-1142,346,4.9,40.3,46.8
3,Bergen,4610,Saddle Brook School District,50,Saddle Brook Middle/High School,07-12,355 Mayhill Street,Saddle Brook NJ 07663,201-843-2880,795,5.9,60.5,33.0
3,Bergen,4610,Saddle Brook School District,90,Salome H. Long Memorial School,KG-06,260 Floral Lane,Saddle Brook NJ 07663,201-843-1142,312,9.3,60.6,49.4
3,Bergen,4610,Saddle Brook School District,100,Washington School,PK-PK,225 Market Street,Saddle Brook NJ 07663,201-843-6740,61,6.6,,
3,Bergen,4620,Saddle River School District,50,Wandell School,PK-05,97 E Allendale Rd,Saddle River NJ 07458-3023,201-327-0727,118,24.6,78.2,70.9
3,Bergen,4845,South  Bergen Jointure Commission School District,50,Lodi MS HS,06-12,123 Union St,Lodi NJ 07644,973-249-0995,90,4.4,,
3,Bergen,4845,South  Bergen Jointure Commission School District,60,Maywood Campus,PK-06,404 Maywood Avenue,Maywood NJ 07607,201-845-8818,228,5.1,,
3,Bergen,4845,South  Bergen Jointure Commission School District,70,Moonachie Campus,KG-08,Robert L. Craig School,Moonachie NJ 07074,973-249-0995,36,2.8,,
3,Bergen,4870,South Hackensack School District,50,Memorial School,PK-08,Dyer Avenue,South Hackensack NJ 07606-1537,201-440-2782,242,2.9,74.4,42.2
80,Bergen,7890,Teaneck Community Charter School,920,Teaneck Community Charter school,KG-08,563 Chestnut Avenue,Teaneck NJ 07666,201-833-9600,369,8.9,59.9,42.7
3,Bergen,5150,Teaneck School District,60,Benjamin Franklin Middle School,05-08,1315 Taft Road,Teaneck NJ 07666,201-833-5451,484,9.7,45.8,32.6
3,Bergen,5150,Teaneck School District,130,James Russell Lowell Elementary School,KG-04,1025 Lincoln Place,Teaneck NJ 07666,201-833-5550,304,8.6,62.5,45.1
3,Bergen,5150,Teaneck School District,150,John Greenleaf Whittier Elementary School,KG-04,491 W Englewood Avenue,Teaneck NJ 07666,201-833-5535,376,6.9,55.0,34.7
3,Bergen,5150,Teaneck School District,110,Nathaniel Hawthorne Elementary School,KG-04,201 Fycke Lane,Teaneck NJ 07666,201-833-5540,327,15.0,58.3,49.2
3,Bergen,5150,Teaneck School District,50,Teaneck High School,09-12,100 Elizabeth Ave,Teaneck NJ 07666-4713,201-833-5400,1262,8.9,48.6,31.9
3,Bergen,5150,Teaneck School District,300,Theodora Smiley Lacey Elementary School,PK-KG,One Merrison Street,Teaneck NJ 07666,201-862-2508,134,8.9,,
3,Bergen,5150,Teaneck School District,70,Thomas Jefferson Middle School,05-08,655 Teaneck Rd,Teaneck NJ 07666-4249,201-833-5471,523,10.5,49.6,28.8
3,Bergen,5150,Teaneck School District,80,William Cullen Bryant School,PK-PK,1 Tryon Avenue,Teaneck NJ 07666,201-833-5546,289,8.0,,
3,Bergen,5160,Tenafly Public School District,70,J Spencer Smith School,KG-05,101 Downey Drive,Tenafly NJ 07670,201-816-7715,317,33.0,81.9,80.6
3,Bergen,5160,Tenafly Public School District,80,Malcolm S Mackay School,KG-05,111 Jefferson Avenue,Tenafly NJ 07670,201-816-7700,352,43.5,69.8,73.7
3,Bergen,5160,Tenafly Public School District,90,Ralph S Maugham School,KG-05,111 Magnolia Avenue,Tenafly NJ 07670,201-816-7705,360,30.5,68.5,77.0
3,Bergen,5160,Tenafly Public School District,50,Tenafly High School,09-12,19 Columbus Drive,Tenafly NJ 07670,201-816-6614,1158,34.0,88.1,72.0
3,Bergen,5160,Tenafly Public School District,95,Tenafly Middle School,06-08,10 Sunset Lane,Tenafly NJ 07670,201-816-4530,925,39.7,84.2,79.5
3,Bergen,5160,Tenafly Public School District,100,Walter Stillman School,PK-05,75 Tenafly Road,Tenafly NJ 07670,201-816-7710,327,40.9,79.9,79.2
3,Bergen,5330,Upper Saddle River School District,60,Edith A. Bogert Elementary School,03-05,391 W  Saddle River Rd,Upper Saddle River NJ 07458,201-961-6350,363,22.0,80.6,78.5
3,Bergen,5330,Upper Saddle River School District,50,Emil A. Cavallini Middle School,06-08,392 W  Saddle River Rd,Upper Saddle River NJ 07458,201-961-6400,386,16.1,79.2,79.0
3,Bergen,5330,Upper Saddle River School District,70,Robert D Reynolds Primary School,PK-02,391 W  Saddle River Rd,Upper Saddle River NJ 07458,201-961-6300,351,19.2,,
3,Bergen,5410,Waldwick School District,40,Crescent Elementary School,KG-05,165 Crescent Avenue,Waldwick NJ 07463,201-445-0690,339,5.6,62.7,68.5
3,Bergen,5410,Waldwick School District,50,Julia A Traphagen School,PK-05,153 Summit Avenue,Waldwick NJ 07463,201-445-0730,437,5.5,64.4,68.3
3,Bergen,5410,Waldwick School District,30,Waldwick High School,09-12,155 Wyckoff Avenue,Waldwick NJ 07463,201-652-9000,428,5.6,79.8,90.5
3,Bergen,5410,Waldwick School District,70,Waldwick Middle School,06-08,155 Wyckoff Avenue,Waldwick NJ 07463,201-652-9000,387,5.4,78.0,62.8
3,Bergen,5430,Wallington Boro School District,55,Frank W. Gavlak Elementary School,03-06,106 King St,Wallington NJ 07057,973-777-4420,352,2.6,56.3,47.9
3,Bergen,5430,Wallington Boro School District,60,Jefferson (Annex) Elementary School,PK-02,6 Bond Street,Wallington NJ 07057,973-836-4700,266,2.6,,
3,Bergen,5430,Wallington Boro School District,50,Wallington Junior Senior High School,07-12,234 Main Ave,Wallington NJ 07057-1523,973-777-0808,573,2.6,57.9,38.1
3,Bergen,5755,Westwood Regional School District,60,Berkeley Elementary,KG-05,47 Berkeley Ave,Westwood NJ 07675-2401,201-664-7760,281,8.9,87.4,77.9
3,Bergen,5755,Westwood Regional School District,70,Brookside Elementary School,KG-05,20 Lake Drive,Westwood NJ 07675-2935,201-664-9000,376,5.6,69.5,67.2
3,Bergen,5755,Westwood Regional School District,65,Jessie F. George Elementary,KG-05,1 Palm Street,Township Of Washington NJ 07676,201-664-3033,282,8.5,74.4,80.8
3,Bergen,5755,Westwood Regional School District,80,Washington Elementary School,KG-05,600 School Street,Township Of Washington NJ 07676,201-664-6440,320,9.7,63.2,67.5
3,Bergen,5755,Westwood Regional School District,50,Westwood Regional High School,PK-12,701 Ridgewood Road,Township Of Washington NJ 07676,201-664-0880,835,4.7,79.3,48.1
3,Bergen,5755,Westwood Regional School District,62,Westwood Regional Middle School,06-08,23 Third Avenue,Westwood NJ 07675-3331,201-664-5560,682,6.3,63.4,48.2
3,Bergen,5830,Wood-Ridge School District,60,Catherine E. Doyle Elementary School,PK-03,250 Wood  Ridge Ave,Wood  Ridge NJ 07075-1510,201-933-6777,493,22.5,72.9,75.3
3,Bergen,5830,Wood-Ridge School District,300,Wood-Ridge Intermediate School,04-06,151 First Street,Wood-Ridge NJ 07075,201-933-6777,242,9.1,71.9,57.6
3,Bergen,5830,Wood-Ridge School District,50,Wood-Ridge Jr/Sr High School,07-12,258 Hackensack St,Wood  Ridge NJ 07075-1207,201-933-6777,523,8.8,47.3,34.2
3,Bergen,5880,Woodcliff Lake School District,30,Dorchester Elementary School,PK-05,100 Dorchester Road,Woodcliff Lake NJ 07677,201-930-5600,516,13.8,84.8,73.3
3,Bergen,5880,Woodcliff Lake School District,50,Woodcliff Middle School,06-08,134 Woodcliff Ave,Woodcliff Lake NJ 07677-8245,201-930-5600,268,9.3,86.1,76.0
3,Bergen,5920,Wyckoff Township Public School District,10,Abraham Lincoln Elementary School,KG-05,325 Mason Ave,Wyckoff NJ 07481-2822,201-848-5720,345,3.4,66.5,63.1
3,Bergen,5920,Wyckoff Township Public School District,20,Calvin Coolidge Elementary School,KG-05,420 Grandview Ave,Wyckoff NJ 07481-2517,201-848-5710,314,9.2,85.2,73.6
3,Bergen,5920,Wyckoff Township Public School District,25,Dwight D. Eisenhower Middle School,06-08,344 Calvin Ct,Wyckoff NJ 07481-2227,201-848-5750,614,5.4,72.0,59.3
3,Bergen,5920,Wyckoff Township Public School District,30,George Washington Elementary School,KG-05,270 Woodland Ave,Wyckoff NJ 07481-1935,201-848-5740,384,3.6,73.7,54.7
3,Bergen,5920,Wyckoff Township Public School District,50,Sicomac Elementary School,PK-05,356 Sicomac Ave,Wyckoff NJ 07481-2129,201-848-5730,365,6.3,59.0,67.1
